# 球谐函数系数文件
# 阶数: 3
# 系数数量: 9
3 9
0.000193174 0.000207085 0.000287675
0.000202249 0.000174117 -6.16573e-05
-0.000432014 -0.000423633 -0.000393145
3.72574e-05 5.51921e-05 0.000121399
-8.48904e-05 5.5958e-05 0.000666459
-0.000850408 -0.000841426 -0.000844444
9.19382e-05 5.50531e-05 -0.000183968
-0.00023568 -0.000249127 -0.000287311
-0.000607066 -0.000640416 -0.000865077
