# 球谐函数系数文件
# 阶数: 3
# 系数数量: 9
3 9
0.433355 0.246163 0.286127
0.0048791 -0.00043805 0.000561828
0.37083 0.300948 0.457158
-0.371971 -0.180909 -0.033454
-0.00903485 -0.0100521 -0.00784146
0.00270409 0.000117498 0.00164172
-0.886428 -0.415711 -0.0448392
-0.00950683 -0.0647397 -0.0740952
-0.0296953 -0.0140053 -0.0360815
